AFA,AFA,7/28/2001 8:43,602286
MUR,MUR,6/28/2019 10:53,905227
MXN,MXN,10/22/2014 9:14,678995
USD,USD,6/8/2000 13:33,436042
MDL,MDL,12/13/2007 18:53,374541
FRF,FRF,9/22/2011 11:18,238700
MNT,MNT,2/22/2019 17:48,561085
XCD,XCD,10/7/2000 7:29,784804
MAD,MAD,11/28/2016 11:05,535345
MZM,MZM,8/20/2012 5:57,445055
MMK,MMK,3/29/2008 1:05,143982
ZAR,ZAR,5/28/2008 10:07,476489
AUD,AUD,4/16/2001 19:16,995232
NPR,NPR,8/24/2008 22:25,613891
ANG,ANG,2/6/2002 19:35,959706
NLG,NLG,11/10/2014 12:11,70117
XPF,XPF,6/23/2018 0:20,788124
NZD,NZD,11/11/2008 11:06,650124
NIO,NIO,9/17/2003 10:25,823750
XOF,XOF,2/7/2003 0:19,251003
NGN,NGN,5/4/2005 14:32,885012
NZD,NZD,5/31/2019 4:34,648295
AUD,AUD,5/23/2002 10:06,119759
USD,USD,11/16/2013 18:42,347191
NOK,NOK,10/24/2015 18:18,659600
OMR,OMR,12/9/2002 3:57,81853
PKR,PKR,8/13/2019 17:46,975891
USD,USD,6/21/2009 0:48,440870
PAB,PAB,10/4/2000 2:57,701073
PGK,PGK,10/22/2009 19:10,101415
PYG,PYG,2/1/2010 17:13,691968
PEN,PEN,3/9/2004 14:42,980766
PHP,PHP,9/16/2007 3:16,283892
NZD,NZD,2/28/2015 17:40,63892
PLN,PLN,9/17/2019 22:10,130120
PTE,PTE,5/27/2013 5:27,615533
USD,USD,8/15/2010 10:12,453627
QAR,QAR,9/28/2002 7:40,605326
FRF,FRF,9/19/2014 20:40,157518
ROL,ROL,7/7/2017 6:24,677244
RUR,RUR,7/9/2000 8:07,198594
RWF,RWF,6/18/2003 2:21,630367
XCD,XCD,4/21/2018 10:12,66270
FRF,FRF,4/19/2010 20:51,334530
XCD,XCD,5/31/2015 0:13,608943
XCD,XCD,4/18/2000 17:15,248178
SHP,SHP,12/25/2009 9:51,780794
WST,WST,5/22/2005 22:15,861026
ITL,ITL,1/25/2005 20:25,69866
STD,STD,11/28/2017 15:12,797793
SAR,SAR,5/9/2010 6:17,45081
XOF,XOF,10/11/2013 9:15,960596
SCR,SCR,6/19/2010 0:08,40661
SLL,SLL,5/9/2013 8:22,962014
SGD,SGD,9/6/2013 21:37,343389
SKK,SKK,6/16/2008 2:52,819942
SIT,SIT,3/23/2013 7:28,184343
SBD,SBD,1/8/2009 8:40,603080
SOS,SOS,9/12/2001 12:14,476725
ZAR,ZAR,1/18/2014 17:13,838335
ESP,ESP,8/3/2014 18:54,917031
LKR,LKR,5/9/2002 9:11,400039
SDP,SDP,10/17/2009 16:41,843980
SRG,SRG,7/25/2004 11:42,631689
NOK,NOK,10/31/2015 0:17,768540
SZL,SZL,1/11/2014 11:18,141210
SEK,SEK,3/18/2018 12:42,198849
CHF,CHF,4/18/2019 23:19,209559
SYP,SYP,6/4/2010 8:12,8926
TWD,TWD,7/7/2011 11:26,672970
TJR,TJR,3/25/2015 18:19,644330
TZS,TZS,7/11/2000 19:53,140217
THB,THB,8/30/2001 1:12,194870
XOF,XOF,3/27/2002 20:57,273787
NZD,NZD,5/21/2005 8:38,736947
TOP,TOP,8/1/2015 10:10,123939
TTD,TTD,12/19/2002 5:39,889016
TND,TND,9/3/2011 10:24,904715
TRL,TRL,4/4/2012 21:04,348156
TMM,TMM,3/19/2002 0:26,439856
USD,USD,3/11/2011 20:46,687858
AUD,AUD,3/24/2008 21:30,893221
UGX,UGX,8/14/2014 20:37,380739
UAH,UAH,3/21/2007 22:42,508126
AED,AED,6/6/2019 20:39,676915
GBP,GBP,12/25/2004 16:34,413818
USD,USD,4/20/2011 12:27,922792
USD,USD,11/15/2014 20:41,231270
UYU,UYU,5/10/2019 2:16,809457
UZS,UZS,7/27/2006 5:23,261862
VUV,VUV,8/2/2007 23:27,415245
VEB,VEB,6/2/2017 5:15,226215
VND,VND,10/14/2008 3:09,223067
USD,USD,12/11/2017 10:19,128293
USD,USD,6/29/2006 19:23,776650
XPF,XPF,2/21/2005 7:27,87213
MAD,MAD,4/15/2008 16:56,352939
YER,YER,3/28/2001 23:29,423550
YUN,YUN,8/23/2001 7:36,10258
ZRN,ZRN,9/20/2009 3:10,648327
ZMK,ZMK,5/4/2005 14:14,333187
WWW,WWW,7/24/2012 4:37,433730
PEN,PEN,3/3/2000 8:11,47488
PHP,PHP,10/13/2004 11:53,53836
NZD,NZD,7/14/2001 5:09,323689
PLN,PLN,7/23/2019 2:22,165639
PTE,PTE,11/12/2002 17:14,323929
USD,USD,3/18/2016 17:00,875135
QAR,QAR,10/11/2013 19:51,203432
FRF,FRF,9/14/2001 14:56,871997
ROL,ROL,1/20/2002 19:24,739345
RUR,RUR,1/17/2005 6:47,242738
RWF,RWF,9/6/2011 21:18,521166
XCD,XCD,11/2/2011 17:18,925132
FRF,FRF,9/25/2004 12:12,584591
XCD,XCD,7/22/2010 13:33,368840
XCD,XCD,8/11/2011 20:41,338509
SHP,SHP,3/22/2008 4:47,984327
WST,WST,4/9/2007 20:00,833518
ITL,ITL,12/23/2003 12:46,647999
STD,STD,3/29/2011 7:22,598463
SAR,SAR,9/6/2000 23:08,567019
XOF,XOF,5/11/2012 15:28,503203
SCR,SCR,4/8/2016 6:02,56933
SLL,SLL,3/6/2008 1:24,610267
SGD,SGD,2/28/2011 10:43,727738
SKK,SKK,8/21/2003 5:03,200675
SIT,SIT,4/23/2002 19:02,72031
SBD,SBD,9/13/2008 18:41,194451
SOS,SOS,5/27/2018 4:53,51441
ZAR,ZAR,3/11/2015 23:01,800878
ESP,ESP,12/1/2016 8:08,443274
LKR,LKR,4/10/2008 20:31,202236
SDP,SDP,7/8/2011 17:17,632744
SRG,SRG,7/2/2018 4:50,376951
NOK,NOK,10/24/2009 0:03,928071
SZL,SZL,4/12/2001 18:07,999879
SEK,SEK,4/29/2012 5:38,487207
CHF,CHF,2/28/2017 15:27,320942
SYP,SYP,2/2/2018 3:21,87105
TWD,TWD,6/22/2007 18:30,77922
TJR,TJR,1/7/2001 19:03,289832
TZS,TZS,12/27/2007 2:43,596086
THB,THB,12/2/2005 15:52,78760
XOF,XOF,3/11/2015 0:12,338532
NZD,NZD,8/25/2012 14:53,317540
TOP,TOP,1/23/2000 2:04,638209
TTD,TTD,8/3/2015 3:03,158085
TND,TND,2/11/2014 5:23,566765
TRL,TRL,4/13/2005 17:24,759289
TMM,TMM,2/4/2009 23:27,632277
USD,USD,9/11/2011 13:53,929926
AUD,AUD,12/27/2005 6:24,176816
UGX,UGX,3/10/2006 19:42,906512
UAH,UAH,8/5/2011 5:35,769404
AED,AED,3/17/2012 18:42,211101
GBP,GBP,8/2/2002 6:55,282036
USD,USD,9/24/2017 22:09,847229
USD,USD,3/12/2016 14:10,193341
UYU,UYU,11/15/2017 17:18,779408
UZS,UZS,5/18/2008 4:36,548162
VUV,VUV,10/23/2009 2:23,759220
VEB,VEB,6/28/2012 1:32,12071
VND,VND,7/12/2010 18:51,794823
USD,USD,3/22/2012 9:44,14655
USD,USD,12/24/2016 8:32,575978
XPF,XPF,3/8/2018 4:13,441239
MAD,MAD,4/3/2002 21:43,760118
YER,YER,10/1/2011 17:57,925837
YUN,YUN,8/11/2004 2:30,746386
ZRN,ZRN,6/14/2002 21:20,656897
ZMK,ZMK,9/30/2004 7:01,407994
WWW,WWW,2/11/2014 14:06,554285
PEN,PEN,5/10/2003 2:50,846621
PHP,PHP,11/29/2009 17:01,136931
NZD,NZD,11/22/2002 4:43,623456
PLN,PLN,1/11/2017 11:30,761531
PTE,PTE,2/23/2016 23:52,402209
USD,USD,1/30/2009 4:34,360282
QAR,QAR,4/20/2012 13:10,374867
FRF,FRF,7/3/2008 13:25,418334
ROL,ROL,6/10/2000 6:48,140217
RUR,RUR,5/10/2006 10:26,154914
RWF,RWF,7/6/2000 15:18,787489
XCD,XCD,3/30/2017 16:27,18773
FRF,FRF,11/3/2016 12:19,531540
XCD,XCD,7/15/2007 11:07,837631
XCD,XCD,12/14/2001 19:04,694596
SHP,SHP,11/16/2015 19:20,236283
WST,WST,9/3/2012 21:13,157836
ITL,ITL,7/4/2009 16:54,735641
STD,STD,2/9/2019 11:04,187484
SAR,SAR,3/17/2008 8:16,361397
XOF,XOF,9/22/2014 16:34,618215
SCR,SCR,5/21/2002 11:24,496138
SLL,SLL,4/22/2000 9:40,170757
SGD,SGD,2/25/2016 6:49,411490
SKK,SKK,3/7/2013 1:46,148870
SIT,SIT,7/26/2006 6:15,148814
SBD,SBD,1/14/2000 17:01,482894
SOS,SOS,11/14/2001 7:45,991340
ZAR,ZAR,3/5/2006 15:58,882537
ESP,ESP,7/14/2005 3:01,827660
LKR,LKR,3/7/2006 3:28,125772
SDP,SDP,5/17/2015 15:18,993003
SRG,SRG,9/17/2012 19:25,784575
NOK,NOK,4/22/2011 18:39,327346
SZL,SZL,8/13/2009 18:17,499539
SEK,SEK,8/16/2002 12:44,89995
CHF,CHF,5/2/2013 19:43,322915
SYP,SYP,5/11/2012 11:51,715830
TWD,TWD,3/8/2015 13:02,781733
TJR,TJR,9/30/2016 0:05,231617
TZS,TZS,6/27/2008 4:24,562581
THB,THB,12/29/2005 19:17,557324
XOF,XOF,3/8/2013 11:10,244412
NZD,NZD,2/19/2007 0:57,587376
TOP,TOP,3/23/2000 3:04,512647
TTD,TTD,1/9/2013 16:48,809377
TND,TND,11/4/2016 18:04,275417
TRL,TRL,1/5/2007 20:27,882142
TMM,TMM,1/17/2011 8:19,709583
USD,USD,12/3/2010 7:33,637514
AUD,AUD,5/1/2007 22:17,527334
UGX,UGX,3/2/2013 14:54,201558
UAH,UAH,4/13/2014 20:42,892382
AED,AED,3/26/2016 23:14,727800
GBP,GBP,12/3/2005 23:55,271258
USD,USD,4/23/2008 13:36,215751
USD,USD,7/13/2013 4:59,985613
UYU,UYU,10/4/2015 18:35,840280
UZS,UZS,7/8/2001 6:07,306196
VUV,VUV,2/8/2010 16:24,336713
VEB,VEB,11/14/2002 15:51,678446
VND,VND,7/15/2002 13:16,453830
USD,USD,1/27/2016 8:45,366014
USD,USD,2/3/2010 12:24,121983
XPF,XPF,10/8/2016 8:52,546458
MAD,MAD,6/18/2017 14:52,998970
YER,YER,7/4/2008 23:40,362926
YUN,YUN,9/11/2013 13:32,450522
ZRN,ZRN,9/21/2001 15:11,447013
ZMK,ZMK,2/28/2002 17:34,142022
WWW,WWW,6/18/2016 16:33,468852
PEN,PEN,8/7/2010 22:10,342680
PHP,PHP,6/4/2007 12:39,341423
NZD,NZD,9/2/2011 10:07,849293
PLN,PLN,3/14/2001 11:19,550126
PTE,PTE,12/12/2006 15:39,730458
USD,USD,4/7/2013 21:16,423343
QAR,QAR,5/6/2011 18:37,178210
FRF,FRF,1/30/2016 13:44,832774
ROL,ROL,11/4/2002 15:27,994434
RUR,RUR,6/14/2013 20:18,99415
RWF,RWF,10/2/2001 21:24,522541
XCD,XCD,12/11/2003 15:15,108472
FRF,FRF,8/23/2015 21:14,273376
XCD,XCD,3/20/2001 18:48,979068
XCD,XCD,3/12/2014 15:35,122813
SHP,SHP,4/13/2010 20:48,575571
WST,WST,1/13/2008 19:36,86872
ITL,ITL,10/20/2003 7:33,86989
STD,STD,3/11/2007 14:50,332652
SAR,SAR,9/26/2018 9:59,122473
XOF,XOF,7/22/2017 6:32,333530
SCR,SCR,2/4/2019 23:48,288008
SLL,SLL,8/22/2006 1:12,68324
SGD,SGD,1/21/2019 0:05,502457
SKK,SKK,8/17/2008 14:55,11041
SIT,SIT,8/16/2006 14:54,330826
SBD,SBD,7/25/2007 1:45,719855
SOS,SOS,4/23/2009 15:11,797319
ZAR,ZAR,8/10/2003 16:01,872427
ESP,ESP,5/30/2014 8:21,462649
LKR,LKR,7/25/2008 23:48,260946
SDP,SDP,1/1/2016 16:55,704708
SRG,SRG,11/5/2011 1:59,441459
NOK,NOK,11/7/2011 2:55,342931
SZL,SZL,11/8/2003 10:24,931935
SEK,SEK,2/6/2006 18:04,251058
CHF,CHF,7/18/2019 10:52,382710
SYP,SYP,10/4/2005 7:17,188782
TWD,TWD,3/27/2014 20:59,848320
TJR,TJR,9/19/2016 19:58,5259
TZS,TZS,4/2/2017 2:39,142890
THB,THB,9/29/2002 14:24,257317
XOF,XOF,3/11/2011 18:05,825559
NZD,NZD,2/1/2011 9:44,216110
TOP,TOP,8/29/2018 0:31,383687
TTD,TTD,1/10/2005 16:34,200647
TND,TND,1/19/2019 1:35,612116
TRL,TRL,6/14/2010 9:01,448987
TMM,TMM,7/2/2017 7:47,699190
USD,USD,4/13/2005 3:45,187756
AUD,AUD,7/14/2008 13:17,987252
UGX,UGX,10/28/2005 18:51,620866
UAH,UAH,4/1/2004 5:13,332110
AED,AED,6/23/2015 6:47,432896
GBP,GBP,3/18/2008 22:41,231855
USD,USD,12/27/2014 20:40,114251
USD,USD,3/15/2002 3:34,509951
UYU,UYU,10/24/2009 22:14,822406
UZS,UZS,7/4/2005 16:37,368790
VUV,VUV,7/9/2019 9:18,13078
VEB,VEB,11/24/2015 21:49,101026
VND,VND,5/16/2017 21:43,101863
USD,USD,9/12/2011 20:28,605254
USD,USD,9/22/2000 17:31,302676
XPF,XPF,7/1/2015 18:48,464946
MAD,MAD,11/22/2010 5:32,174485
YER,YER,8/19/2013 1:26,390609
YUN,YUN,10/1/2001 1:23,214477
ZRN,ZRN,5/15/2012 13:25,261557
ZMK,ZMK,3/6/2004 15:26,694499
WWW,WWW,5/5/2002 23:08,604560
PEN,PEN,7/23/2011 22:25,822461
PHP,PHP,2/2/2016 17:14,8923
NZD,NZD,4/20/2004 10:14,121694
PLN,PLN,6/11/2018 14:53,210697
PTE,PTE,12/5/2016 9:21,903535
USD,USD,5/29/2011 0:48,68733
QAR,QAR,10/19/2015 9:50,890101
FRF,FRF,7/12/2010 17:44,588603
ROL,ROL,5/30/2017 9:24,395939
RUR,RUR,6/3/2016 13:43,503331
RWF,RWF,9/9/2014 2:13,990086
XCD,XCD,12/9/2001 11:33,395862
FRF,FRF,1/17/2014 5:28,788711
XCD,XCD,3/12/2004 23:13,867986
XCD,XCD,10/11/2000 20:43,876447
SHP,SHP,12/20/2007 14:42,655054
WST,WST,6/25/2001 12:30,897478
ITL,ITL,9/12/2007 4:21,905567
STD,STD,7/23/2015 22:46,661459
SAR,SAR,7/28/2015 9:13,871436
XOF,XOF,7/7/2007 23:32,394647
SCR,SCR,12/6/2012 22:59,870289
SLL,SLL,9/3/2012 19:43,141449
SGD,SGD,12/13/2001 17:00,93821
SKK,SKK,7/26/2018 19:04,246897
SIT,SIT,10/23/2016 3:30,565488
SBD,SBD,5/1/2009 11:02,401510
SOS,SOS,3/29/2014 2:38,245587
ZAR,ZAR,8/15/2011 2:50,565041
ESP,ESP,8/3/2013 3:51,544331
LKR,LKR,10/12/2002 17:55,646431
SDP,SDP,10/29/2012 1:28,631104
SRG,SRG,9/8/2016 9:18,628336
NOK,NOK,1/20/2011 15:59,721914
SZL,SZL,7/26/2018 9:15,346078
SEK,SEK,11/12/2015 7:46,244993
CHF,CHF,6/12/2015 12:10,463815
SYP,SYP,3/28/2001 19:04,211511
TWD,TWD,2/9/2002 19:44,196364
TJR,TJR,6/3/2010 16:01,584431
TZS,TZS,12/5/2005 7:52,39995
THB,THB,6/15/2005 5:33,319617
XOF,XOF,8/23/2003 17:03,461582
NZD,NZD,10/31/2004 6:44,27244
TOP,TOP,4/1/2003 21:27,451860
TTD,TTD,12/2/2010 13:39,436307
TND,TND,11/27/2007 18:04,63522
TRL,TRL,10/9/2018 7:46,973701
TMM,TMM,5/28/2018 15:49,481778
USD,USD,5/15/2013 6:35,933286
AUD,AUD,5/19/2016 7:17,414595
UGX,UGX,1/15/2003 15:32,246662
UAH,UAH,1/5/2001 14:47,193901
AED,AED,4/12/2004 23:15,383151
GBP,GBP,7/12/2010 14:40,487161
USD,USD,4/9/2012 5:32,82317
USD,USD,3/31/2001 10:53,398004
UYU,UYU,4/15/2001 4:50,829080
UZS,UZS,4/30/2009 9:38,449998
VUV,VUV,8/17/2011 14:48,328012
VEB,VEB,10/15/2000 6:16,264886
VND,VND,10/28/2010 18:10,112332
USD,USD,7/21/2012 9:22,638346
USD,USD,5/1/2001 3:01,479926
XPF,XPF,8/30/2008 18:25,50874
MAD,MAD,10/10/2017 20:00,965843
YER,YER,1/21/2011 7:41,588922
YUN,YUN,2/10/2002 18:08,288305
ZRN,ZRN,8/1/2007 7:25,709237
ZMK,ZMK,11/28/2017 20:47,272660
WWW,WWW,10/25/2011 2:17,460419
PEN,PEN,3/31/2002 11:33,701006
PHP,PHP,11/27/2000 3:52,818863
NZD,NZD,4/27/2018 5:35,78850
PLN,PLN,8/13/2009 14:50,739869
PTE,PTE,7/25/2005 19:30,889320
USD,USD,3/6/2007 19:41,149518
QAR,QAR,6/20/2016 14:03,118541
FRF,FRF,10/20/2018 17:37,692974
ROL,ROL,9/20/2015 11:11,61215
RUR,RUR,7/18/2009 2:39,56444
RWF,RWF,11/30/2005 23:59,209660
XCD,XCD,2/21/2002 2:31,373394
FRF,FRF,4/30/2003 16:54,692691
XCD,XCD,5/24/2009 12:05,903430
XCD,XCD,11/21/2008 12:28,470097
SHP,SHP,4/4/2017 22:44,153641
WST,WST,1/4/2001 1:01,971432
ITL,ITL,11/30/2017 3:09,821527
STD,STD,1/9/2018 19:43,978239
SAR,SAR,9/23/2016 19:07,26718
XOF,XOF,10/8/2009 18:52,971756
SCR,SCR,6/5/2016 23:51,473
SLL,SLL,12/21/2013 8:07,112261
SGD,SGD,9/9/2018 16:58,530299
SKK,SKK,11/3/2015 6:31,487037
SIT,SIT,2/8/2009 21:12,145083
SBD,SBD,3/26/2004 22:03,51873
SOS,SOS,10/21/2011 6:15,816391
ZAR,ZAR,12/11/2019 19:37,913477
ESP,ESP,4/29/2017 16:25,715900
LKR,LKR,12/23/2012 12:49,891621
SDP,SDP,6/3/2002 2:14,228687
SRG,SRG,5/11/2003 8:30,166778
NOK,NOK,8/13/2004 12:53,308190
SZL,SZL,6/22/2012 13:19,416306
SEK,SEK,7/7/2017 16:07,234686
CHF,CHF,12/12/2009 19:27,356088
SYP,SYP,9/1/2013 6:42,29648
TWD,TWD,3/31/2000 9:21,851680
TJR,TJR,5/12/2012 23:35,107369
TZS,TZS,3/24/2010 14:04,408701
THB,THB,11/1/2019 20:49,494133
XOF,XOF,7/14/2016 8:02,772019
NZD,NZD,7/22/2017 17:57,200925
TOP,TOP,2/16/2006 8:15,971528
TTD,TTD,12/13/2000 1:54,754685
TND,TND,10/3/2004 15:19,502374
TRL,TRL,5/29/2004 14:08,739663
TMM,TMM,8/22/2006 14:26,427444
USD,USD,8/29/2016 18:52,267499
AUD,AUD,4/12/2001 16:42,227124
UGX,UGX,4/3/2012 19:14,909264
UAH,UAH,12/25/2013 10:56,736836
AED,AED,12/18/2008 16:55,713243
GBP,GBP,11/14/2005 16:14,219552
USD,USD,9/15/2002 14:33,170566
USD,USD,10/24/2012 1:19,769860
UYU,UYU,1/31/2017 15:51,329879
UZS,UZS,2/6/2017 10:50,237037
VUV,VUV,1/17/2013 19:10,491288
VEB,VEB,3/22/2019 20:34,224144
VND,VND,9/14/2016 4:56,121140
USD,USD,5/27/2019 0:44,429765
USD,USD,3/19/2016 1:35,492912
XPF,XPF,4/12/2007 13:15,614526
MAD,MAD,5/26/2005 9:56,807113
YER,YER,4/5/2001 17:29,353938
YUN,YUN,8/20/2009 5:29,684983
ZRN,ZRN,9/9/2001 9:34,326182
ZMK,ZMK,4/16/2016 19:39,516479
WWW,WWW,10/17/2004 0:50,478442
PEN,PEN,8/17/2013 6:53,536053
PHP,PHP,3/19/2004 8:15,42292
NZD,NZD,2/21/2008 5:24,750337
PLN,PLN,6/3/2011 13:14,526559
PTE,PTE,2/5/2019 21:10,76632
USD,USD,4/13/2007 4:06,439892
QAR,QAR,8/7/2009 21:38,673167
FRF,FRF,2/6/2013 11:48,859575
ROL,ROL,11/8/2001 19:39,824976
RUR,RUR,11/24/2007 13:41,414088
RWF,RWF,6/30/2012 14:11,841232
XCD,XCD,8/27/2019 1:16,384346
FRF,FRF,8/12/2012 6:00,924340
XCD,XCD,9/4/2019 2:56,996101
XCD,XCD,12/30/2003 18:36,214857
SHP,SHP,6/12/2009 14:04,801832
WST,WST,1/30/2012 6:02,113492
ITL,ITL,4/24/2018 19:26,256199
STD,STD,11/23/2005 18:46,611828
SAR,SAR,6/5/2010 20:13,155077
XOF,XOF,2/2/2014 10:42,482367
SCR,SCR,2/18/2003 13:32,970679
SLL,SLL,11/21/2015 3:28,382896
SGD,SGD,9/27/2018 16:57,812185
SKK,SKK,2/9/2004 14:11,688924
SIT,SIT,11/11/2009 17:05,342085
SBD,SBD,1/10/2017 3:30,80089
SOS,SOS,4/7/2009 13:55,390053
ZAR,ZAR,5/30/2012 8:13,217439
ESP,ESP,6/18/2006 8:02,880899
LKR,LKR,9/21/2016 16:23,735649
SDP,SDP,5/11/2000 15:40,940269
SRG,SRG,7/26/2015 20:36,382311
NOK,NOK,6/8/2002 12:19,935430
SZL,SZL,10/11/2010 1:15,65599
SEK,SEK,7/24/2017 20:56,980698
CHF,CHF,6/17/2013 15:48,429524
SYP,SYP,1/31/2011 3:46,564516
TWD,TWD,11/10/2007 13:59,820011
TJR,TJR,3/25/2007 0:36,210588
TZS,TZS,6/7/2015 14:20,986006
THB,THB,4/29/2014 20:39,933435
XOF,XOF,7/11/2005 16:44,515465
NZD,NZD,10/13/2018 16:11,307812
TOP,TOP,10/22/2001 7:54,588570
TTD,TTD,6/24/2014 18:55,129081
TND,TND,11/6/2008 10:05,734206
TRL,TRL,6/21/2010 3:41,653120
