AFA,AFA,2001-07-28 08:43:00,602286
DKK,DKK,2011-01-26 05:23:00,951154
XCD,XCD,2009-04-14 07:31:00,707956
FRF,FRF,2009-03-13 09:30:00,614329
USD,USD,2012-05-05 11:14:00,630478
GTQ,GTQ,2018-10-05 14:48:00,446922
GNF,GNF,2019-11-09 09:49:00,832551
GWP,GWP,2017-07-19 15:49:00,607653
GYD,GYD,2012-12-25 05:02:00,850008
HTG,HTG,2014-11-28 10:08:00,630956
AUD,AUD,2017-07-07 12:12:00,653383
ITL,ITL,2011-09-05 01:54:00,592040
HNL,HNL,2009-03-11 21:16:00,918498
HUF,HUF,2000-05-14 02:22:00,521477
ISK,ISK,2003-08-31 02:02:00,334038
INR,INR,2001-09-02 03:16:00,190160
IDR,IDR,2010-04-16 22:40:00,412687
XDR,XDR,2012-05-19 16:31:00,186582
IRR,IRR,2011-09-10 12:18:00,105298
IQD,IQD,2019-01-11 14:36:00,229720
IEP,IEP,2017-05-11 09:31:00,461204
ILS,ILS,2003-06-02 14:25:00,531095
ITL,ITL,2008-05-26 11:20:00,488180
JMD,JMD,2019-08-30 17:39:00,222639
JPY,JPY,2014-12-05 15:49:00,852990
JOD,JOD,2010-01-24 20:35:00,397305
KZT,KZT,2017-11-06 09:17:00,839731
KES,KES,2011-06-04 03:38:00,401574
AUD,AUD,2008-09-07 14:22:00,184934
KPW,KPW,2015-11-27 07:15:00,123480
KRW,KRW,2002-01-28 07:18:00,904104
KWD,KWD,2005-05-18 00:53:00,968057
KGS,KGS,2004-11-07 07:18:00,569305
LAK,LAK,2010-05-09 20:11:00,605545
LVL,LVL,2003-11-13 19:33:00,967388
LBP,LBP,2014-12-06 11:51:00,369435
ZAR,ZAR,2006-05-23 11:34:00,104991
LRD,LRD,2009-09-27 08:08:00,495834
LYD,LYD,2007-04-24 04:26:00,615897
CHF,CHF,2000-01-31 13:38:00,770069
LTL,LTL,2011-04-01 07:01:00,50699
LUF,LUF,2018-03-30 14:12:00,269154
MKD,MKD,2005-06-28 12:16:00,337569
MGF,MGF,2010-01-16 18:28:00,306689
MWK,MWK,2011-01-30 07:43:00,546959
MYR,MYR,2001-05-20 00:31:00,911856
MVR,MVR,2015-05-26 04:06:00,845360
XOF,XOF,2003-06-07 10:49:00,506148
MTL,MTL,2009-05-22 14:51:00,480977
USD,USD,2017-07-12 21:33:00,900471
FRF,FRF,2006-01-23 21:11:00,997720
MRO,MRO,2002-10-31 00:50:00,585197
MUR,MUR,2019-06-28 10:53:00,905227
MXN,MXN,2014-10-22 09:14:00,678995
USD,USD,2000-06-08 13:33:00,436042
MDL,MDL,2007-12-13 18:53:00,374541
FRF,FRF,2011-09-22 11:18:00,238700
MNT,MNT,2019-02-22 17:48:00,561085
XCD,XCD,2000-10-07 07:29:00,784804
MAD,MAD,2016-11-28 11:05:00,535345
MZM,MZM,2012-08-20 05:57:00,445055
MMK,MMK,2008-03-29 01:05:00,143982
ZAR,ZAR,2008-05-28 10:07:00,476489
AUD,AUD,2001-04-16 19:16:00,995232
NPR,NPR,2008-08-24 22:25:00,613891
ANG,ANG,2002-02-06 19:35:00,959706
NLG,NLG,2014-11-10 12:11:00,70117
XPF,XPF,2018-06-23 00:20:00,788124
NZD,NZD,2008-11-11 11:06:00,650124
NIO,NIO,2003-09-17 10:25:00,823750
XOF,XOF,2003-02-07 00:19:00,251003
NGN,NGN,2005-05-04 14:32:00,885012
NZD,NZD,2019-05-31 04:34:00,648295
AUD,AUD,2002-05-23 10:06:00,119759
USD,USD,2013-11-16 18:42:00,347191
NOK,NOK,2015-10-24 18:18:00,659600
OMR,OMR,2002-12-09 03:57:00,81853
PKR,PKR,2019-08-13 17:46:00,975891
USD,USD,2009-06-21 00:48:00,440870
PAB,PAB,2000-10-04 02:57:00,701073
PGK,PGK,2009-10-22 19:10:00,101415
PYG,PYG,2010-02-01 17:13:00,691968
PEN,PEN,2004-03-09 14:42:00,980766
PHP,PHP,2007-09-16 03:16:00,283892
NZD,NZD,2015-02-28 17:40:00,63892
PLN,PLN,2019-09-17 22:10:00,130120
PTE,PTE,2013-05-27 05:27:00,615533
USD,USD,2010-08-15 10:12:00,453627
QAR,QAR,2002-09-28 07:40:00,605326
FRF,FRF,2014-09-19 20:40:00,157518
ROL,ROL,2017-07-07 06:24:00,677244
RUR,RUR,2000-07-09 08:07:00,198594
RWF,RWF,2003-06-18 02:21:00,630367
XCD,XCD,2018-04-21 10:12:00,66270
FRF,FRF,2010-04-19 20:51:00,334530
XCD,XCD,2015-05-31 00:13:00,608943
XCD,XCD,2000-04-18 17:15:00,248178
SHP,SHP,2009-12-25 09:51:00,780794
WST,WST,2005-05-22 22:15:00,861026
ITL,ITL,2005-01-25 20:25:00,69866
STD,STD,2017-11-28 15:12:00,797793
SAR,SAR,2010-05-09 06:17:00,45081
XOF,XOF,2013-10-11 09:15:00,960596
SCR,SCR,2010-06-19 00:08:00,40661
SLL,SLL,2013-05-09 08:22:00,962014
SGD,SGD,2013-09-06 21:37:00,343389
SKK,SKK,2008-06-16 02:52:00,819942
SIT,SIT,2013-03-23 07:28:00,184343
SBD,SBD,2009-01-08 08:40:00,603080
SOS,SOS,2001-09-12 12:14:00,476725
ZAR,ZAR,2014-01-18 17:13:00,838335
ESP,ESP,2014-08-03 18:54:00,917031
LKR,LKR,2002-05-09 09:11:00,400039
SDP,SDP,2009-10-17 16:41:00,843980
SRG,SRG,2004-07-25 11:42:00,631689
NOK,NOK,2015-10-31 00:17:00,768540
SZL,SZL,2014-01-11 11:18:00,141210
SEK,SEK,2018-03-18 12:42:00,198849
CHF,CHF,2019-04-18 23:19:00,209559
SYP,SYP,2010-06-04 08:12:00,8926
TWD,TWD,2011-07-07 11:26:00,672970
TJR,TJR,2015-03-25 18:19:00,644330
TZS,TZS,2000-07-11 19:53:00,140217
THB,THB,2001-08-30 01:12:00,194870
XOF,XOF,2002-03-27 20:57:00,273787
NZD,NZD,2005-05-21 08:38:00,736947
TOP,TOP,2015-08-01 10:10:00,123939
TTD,TTD,2002-12-19 05:39:00,889016
TND,TND,2011-09-03 10:24:00,904715
TRL,TRL,2012-04-04 21:04:00,348156
TMM,TMM,2002-03-19 00:26:00,439856
USD,USD,2011-03-11 20:46:00,687858
AUD,AUD,2008-03-24 21:30:00,893221
UGX,UGX,2014-08-14 20:37:00,380739
UAH,UAH,2007-03-21 22:42:00,508126
AED,AED,2019-06-06 20:39:00,676915
GBP,GBP,2004-12-25 16:34:00,413818
USD,USD,2011-04-20 12:27:00,922792
USD,USD,2014-11-15 20:41:00,231270
UYU,UYU,2019-05-10 02:16:00,809457
UZS,UZS,2006-07-27 05:23:00,261862
VUV,VUV,2007-08-02 23:27:00,415245
VEB,VEB,2017-06-02 05:15:00,226215
VND,VND,2008-10-14 03:09:00,223067
USD,USD,2017-12-11 10:19:00,128293
USD,USD,2006-06-29 19:23:00,776650
XPF,XPF,2005-02-21 07:27:00,87213
MAD,MAD,2008-04-15 16:56:00,352939
YER,YER,2001-03-28 23:29:00,423550
YUN,YUN,2001-08-23 07:36:00,10258
ZRN,ZRN,2009-09-20 03:10:00,648327
ZMK,ZMK,2005-05-04 14:14:00,333187
WWW,WWW,2012-07-24 04:37:00,433730
PEN,PEN,2000-03-03 08:11:00,47488
PHP,PHP,2004-10-13 11:53:00,53836
NZD,NZD,2001-07-14 05:09:00,323689
PLN,PLN,2019-07-23 02:22:00,165639
PTE,PTE,2002-11-12 17:14:00,323929
USD,USD,2016-03-18 17:00:00,875135
QAR,QAR,2013-10-11 19:51:00,203432
FRF,FRF,2001-09-14 14:56:00,871997
ROL,ROL,2002-01-20 19:24:00,739345
RUR,RUR,2005-01-17 06:47:00,242738
RWF,RWF,2011-09-06 21:18:00,521166
XCD,XCD,2011-11-02 17:18:00,925132
FRF,FRF,2004-09-25 12:12:00,584591
XCD,XCD,2010-07-22 13:33:00,368840
XCD,XCD,2011-08-11 20:41:00,338509
SHP,SHP,2008-03-22 04:47:00,984327
WST,WST,2007-04-09 20:00:00,833518
ITL,ITL,2003-12-23 12:46:00,647999
STD,STD,2011-03-29 07:22:00,598463
SAR,SAR,2000-09-06 23:08:00,567019
XOF,XOF,2012-05-11 15:28:00,503203
SCR,SCR,2016-04-08 06:02:00,56933
SLL,SLL,2008-03-06 01:24:00,610267
SGD,SGD,2011-02-28 10:43:00,727738
SKK,SKK,2003-08-21 05:03:00,200675
SIT,SIT,2002-04-23 19:02:00,72031
SBD,SBD,2008-09-13 18:41:00,194451
SOS,SOS,2018-05-27 04:53:00,51441
ZAR,ZAR,2015-03-11 23:01:00,800878
ESP,ESP,2016-12-01 08:08:00,443274
LKR,LKR,2008-04-10 20:31:00,202236
SDP,SDP,2011-07-08 17:17:00,632744
SRG,SRG,2018-07-02 04:50:00,376951
NOK,NOK,2009-10-24 00:03:00,928071
SZL,SZL,2001-04-12 18:07:00,999879
SEK,SEK,2012-04-29 05:38:00,487207
CHF,CHF,2017-02-28 15:27:00,320942
SYP,SYP,2018-02-02 03:21:00,87105
TWD,TWD,2007-06-22 18:30:00,77922
TJR,TJR,2001-01-07 19:03:00,289832
TZS,TZS,2007-12-27 02:43:00,596086
THB,THB,2005-12-02 15:52:00,78760
XOF,XOF,2015-03-11 00:12:00,338532
NZD,NZD,2012-08-25 14:53:00,317540
TOP,TOP,2000-01-23 02:04:00,638209
TTD,TTD,2015-08-03 03:03:00,158085
TND,TND,2014-02-11 05:23:00,566765
TRL,TRL,2005-04-13 17:24:00,759289
TMM,TMM,2009-02-04 23:27:00,632277
USD,USD,2011-09-11 13:53:00,929926
AUD,AUD,2005-12-27 06:24:00,176816
UGX,UGX,2006-03-10 19:42:00,906512
UAH,UAH,2011-08-05 05:35:00,769404
AED,AED,2012-03-17 18:42:00,211101
GBP,GBP,2002-08-02 06:55:00,282036
USD,USD,2017-09-24 22:09:00,847229
USD,USD,2016-03-12 14:10:00,193341
UYU,UYU,2017-11-15 17:18:00,779408
UZS,UZS,2008-05-18 04:36:00,548162
VUV,VUV,2009-10-23 02:23:00,759220
VEB,VEB,2012-06-28 01:32:00,12071
VND,VND,2010-07-12 18:51:00,794823
USD,USD,2012-03-22 09:44:00,14655
USD,USD,2016-12-24 08:32:00,575978
XPF,XPF,2018-03-08 04:13:00,441239
MAD,MAD,2002-04-03 21:43:00,760118
YER,YER,2011-10-01 17:57:00,925837
YUN,YUN,2004-08-11 02:30:00,746386
ZRN,ZRN,2002-06-14 21:20:00,656897
ZMK,ZMK,2004-09-30 07:01:00,407994
WWW,WWW,2014-02-11 14:06:00,554285
PEN,PEN,2003-05-10 02:50:00,846621
PHP,PHP,2009-11-29 17:01:00,136931
NZD,NZD,2002-11-22 04:43:00,623456
PLN,PLN,2017-01-11 11:30:00,761531
PTE,PTE,2016-02-23 23:52:00,402209
USD,USD,2009-01-30 04:34:00,360282
QAR,QAR,2012-04-20 13:10:00,374867
FRF,FRF,2008-07-03 13:25:00,418334
ROL,ROL,2000-06-10 06:48:00,140217
RUR,RUR,2006-05-10 10:26:00,154914
RWF,RWF,2000-07-06 15:18:00,787489
XCD,XCD,2017-03-30 16:27:00,18773
FRF,FRF,2016-11-03 12:19:00,531540
XCD,XCD,2007-07-15 11:07:00,837631
XCD,XCD,2001-12-14 19:04:00,694596
SHP,SHP,2015-11-16 19:20:00,236283
WST,WST,2012-09-03 21:13:00,157836
ITL,ITL,2009-07-04 16:54:00,735641
STD,STD,2019-02-09 11:04:00,187484
SAR,SAR,2008-03-17 08:16:00,361397
XOF,XOF,2014-09-22 16:34:00,618215
SCR,SCR,2002-05-21 11:24:00,496138
SLL,SLL,2000-04-22 09:40:00,170757
SGD,SGD,2016-02-25 06:49:00,411490
SKK,SKK,2013-03-07 01:46:00,148870
SIT,SIT,2006-07-26 06:15:00,148814
SBD,SBD,2000-01-14 17:01:00,482894
SOS,SOS,2001-11-14 07:45:00,991340
ZAR,ZAR,2006-03-05 15:58:00,882537
ESP,ESP,2005-07-14 03:01:00,827660
LKR,LKR,2006-03-07 03:28:00,125772
SDP,SDP,2015-05-17 15:18:00,993003
SRG,SRG,2012-09-17 19:25:00,784575
NOK,NOK,2011-04-22 18:39:00,327346
SZL,SZL,2009-08-13 18:17:00,499539
SEK,SEK,2002-08-16 12:44:00,89995
CHF,CHF,2013-05-02 19:43:00,322915
SYP,SYP,2012-05-11 11:51:00,715830
TWD,TWD,2015-03-08 13:02:00,781733
TJR,TJR,2016-09-30 00:05:00,231617
TZS,TZS,2008-06-27 04:24:00,562581
THB,THB,2005-12-29 19:17:00,557324
XOF,XOF,2013-03-08 11:10:00,244412
NZD,NZD,2007-02-19 00:57:00,587376
TOP,TOP,2000-03-23 03:04:00,512647
TTD,TTD,2013-01-09 16:48:00,809377
TND,TND,2016-11-04 18:04:00,275417
TRL,TRL,2007-01-05 20:27:00,882142
TMM,TMM,2011-01-17 08:19:00,709583
USD,USD,2010-12-03 07:33:00,637514
AUD,AUD,2007-05-01 22:17:00,527334
UGX,UGX,2013-03-02 14:54:00,201558
UAH,UAH,2014-04-13 20:42:00,892382
AED,AED,2016-03-26 23:14:00,727800
GBP,GBP,2005-12-03 23:55:00,271258
USD,USD,2008-04-23 13:36:00,215751
USD,USD,2013-07-13 04:59:00,985613
UYU,UYU,2015-10-04 18:35:00,840280
UZS,UZS,2001-07-08 06:07:00,306196
VUV,VUV,2010-02-08 16:24:00,336713
VEB,VEB,2002-11-14 15:51:00,678446
VND,VND,2002-07-15 13:16:00,453830
USD,USD,2016-01-27 08:45:00,366014
USD,USD,2010-02-03 12:24:00,121983
XPF,XPF,2016-10-08 08:52:00,546458
MAD,MAD,2017-06-18 14:52:00,998970
YER,YER,2008-07-04 23:40:00,362926
YUN,YUN,2013-09-11 13:32:00,450522
ZRN,ZRN,2001-09-21 15:11:00,447013
ZMK,ZMK,2002-02-28 17:34:00,142022
WWW,WWW,2016-06-18 16:33:00,468852
PEN,PEN,2010-08-07 22:10:00,342680
PHP,PHP,2007-06-04 12:39:00,341423
NZD,NZD,2011-09-02 10:07:00,849293
PLN,PLN,2001-03-14 11:19:00,550126
PTE,PTE,2006-12-12 15:39:00,730458
USD,USD,2013-04-07 21:16:00,423343
QAR,QAR,2011-05-06 18:37:00,178210
FRF,FRF,2016-01-30 13:44:00,832774
ROL,ROL,2002-11-04 15:27:00,994434
RUR,RUR,2013-06-14 20:18:00,99415
RWF,RWF,2001-10-02 21:24:00,522541
XCD,XCD,2003-12-11 15:15:00,108472
FRF,FRF,2015-08-23 21:14:00,273376
XCD,XCD,2001-03-20 18:48:00,979068
XCD,XCD,2014-03-12 15:35:00,122813
SHP,SHP,2010-04-13 20:48:00,575571
WST,WST,2008-01-13 19:36:00,86872
ITL,ITL,2003-10-20 07:33:00,86989
STD,STD,2007-03-11 14:50:00,332652
SAR,SAR,2018-09-26 09:59:00,122473
XOF,XOF,2017-07-22 06:32:00,333530
SCR,SCR,2019-02-04 23:48:00,288008
SLL,SLL,2006-08-22 01:12:00,68324
SGD,SGD,2019-01-21 00:05:00,502457
SKK,SKK,2008-08-17 14:55:00,11041
SIT,SIT,2006-08-16 14:54:00,330826
SBD,SBD,2007-07-25 01:45:00,719855
SOS,SOS,2009-04-23 15:11:00,797319
ZAR,ZAR,2003-08-10 16:01:00,872427
ESP,ESP,2014-05-30 08:21:00,462649
LKR,LKR,2008-07-25 23:48:00,260946
SDP,SDP,2016-01-01 16:55:00,704708
SRG,SRG,2011-11-05 01:59:00,441459
NOK,NOK,2011-11-07 02:55:00,342931
SZL,SZL,2003-11-08 10:24:00,931935
SEK,SEK,2006-02-06 18:04:00,251058
CHF,CHF,2019-07-18 10:52:00,382710
SYP,SYP,2005-10-04 07:17:00,188782
TWD,TWD,2014-03-27 20:59:00,848320
TJR,TJR,2016-09-19 19:58:00,5259
TZS,TZS,2017-04-02 02:39:00,142890
THB,THB,2002-09-29 14:24:00,257317
XOF,XOF,2011-03-11 18:05:00,825559
NZD,NZD,2011-02-01 09:44:00,216110
TOP,TOP,2018-08-29 00:31:00,383687
TTD,TTD,2005-01-10 16:34:00,200647
TND,TND,2019-01-19 01:35:00,612116
TRL,TRL,2010-06-14 09:01:00,448987
TMM,TMM,2017-07-02 07:47:00,699190
USD,USD,2005-04-13 03:45:00,187756
AUD,AUD,2008-07-14 13:17:00,987252
UGX,UGX,2005-10-28 18:51:00,620866
UAH,UAH,2004-04-01 05:13:00,332110
AED,AED,2015-06-23 06:47:00,432896
GBP,GBP,2008-03-18 22:41:00,231855
USD,USD,2014-12-27 20:40:00,114251
USD,USD,2002-03-15 03:34:00,509951
UYU,UYU,2009-10-24 22:14:00,822406
UZS,UZS,2005-07-04 16:37:00,368790
VUV,VUV,2019-07-09 09:18:00,13078
VEB,VEB,2015-11-24 21:49:00,101026
VND,VND,2017-05-16 21:43:00,101863
USD,USD,2011-09-12 20:28:00,605254
USD,USD,2000-09-22 17:31:00,302676
XPF,XPF,2015-07-01 18:48:00,464946
MAD,MAD,2010-11-22 05:32:00,174485
YER,YER,2013-08-19 01:26:00,390609
YUN,YUN,2001-10-01 01:23:00,214477
ZRN,ZRN,2012-05-15 13:25:00,261557
ZMK,ZMK,2004-03-06 15:26:00,694499
WWW,WWW,2002-05-05 23:08:00,604560
PEN,PEN,2011-07-23 22:25:00,822461
PHP,PHP,2016-02-02 17:14:00,8923
NZD,NZD,2004-04-20 10:14:00,121694
PLN,PLN,2018-06-11 14:53:00,210697
PTE,PTE,2016-12-05 09:21:00,903535
USD,USD,2011-05-29 00:48:00,68733
QAR,QAR,2015-10-19 09:50:00,890101
FRF,FRF,2010-07-12 17:44:00,588603
ROL,ROL,2017-05-30 09:24:00,395939
RUR,RUR,2016-06-03 13:43:00,503331
RWF,RWF,2014-09-09 02:13:00,990086
XCD,XCD,2001-12-09 11:33:00,395862
FRF,FRF,2014-01-17 05:28:00,788711
XCD,XCD,2004-03-12 23:13:00,867986
XCD,XCD,2000-10-11 20:43:00,876447
SHP,SHP,2007-12-20 14:42:00,655054
WST,WST,2001-06-25 12:30:00,897478
ITL,ITL,2007-09-12 04:21:00,905567
STD,STD,2015-07-23 22:46:00,661459
SAR,SAR,2015-07-28 09:13:00,871436
XOF,XOF,2007-07-07 23:32:00,394647
SCR,SCR,2012-12-06 22:59:00,870289
SLL,SLL,2012-09-03 19:43:00,141449
SGD,SGD,2001-12-13 17:00:00,93821
SKK,SKK,2018-07-26 19:04:00,246897
SIT,SIT,2016-10-23 03:30:00,565488
SBD,SBD,2009-05-01 11:02:00,401510
SOS,SOS,2014-03-29 02:38:00,245587
ZAR,ZAR,2011-08-15 02:50:00,565041
ESP,ESP,2013-08-03 03:51:00,544331
LKR,LKR,2002-10-12 17:55:00,646431
SDP,SDP,2012-10-29 01:28:00,631104
SRG,SRG,2016-09-08 09:18:00,628336
NOK,NOK,2011-01-20 15:59:00,721914
SZL,SZL,2018-07-26 09:15:00,346078
SEK,SEK,2015-11-12 07:46:00,244993
CHF,CHF,2015-06-12 12:10:00,463815
SYP,SYP,2001-03-28 19:04:00,211511
TWD,TWD,2002-02-09 19:44:00,196364
TJR,TJR,2010-06-03 16:01:00,584431
TZS,TZS,2005-12-05 07:52:00,39995
THB,THB,2005-06-15 05:33:00,319617
XOF,XOF,2003-08-23 17:03:00,461582
NZD,NZD,2004-10-31 06:44:00,27244
TOP,TOP,2003-04-01 21:27:00,451860
TTD,TTD,2010-12-02 13:39:00,436307
TND,TND,2007-11-27 18:04:00,63522
TRL,TRL,2018-10-09 07:46:00,973701
TMM,TMM,2018-05-28 15:49:00,481778
USD,USD,2013-05-15 06:35:00,933286
AUD,AUD,2016-05-19 07:17:00,414595
UGX,UGX,2003-01-15 15:32:00,246662
UAH,UAH,2001-01-05 14:47:00,193901
AED,AED,2004-04-12 23:15:00,383151
GBP,GBP,2010-07-12 14:40:00,487161
USD,USD,2012-04-09 05:32:00,82317
USD,USD,2001-03-31 10:53:00,398004
UYU,UYU,2001-04-15 04:50:00,829080
UZS,UZS,2009-04-30 09:38:00,449998
VUV,VUV,2011-08-17 14:48:00,328012
VEB,VEB,2000-10-15 06:16:00,264886
VND,VND,2010-10-28 18:10:00,112332
USD,USD,2012-07-21 09:22:00,638346
USD,USD,2001-05-01 03:01:00,479926
XPF,XPF,2008-08-30 18:25:00,50874
MAD,MAD,2017-10-10 20:00:00,965843
YER,YER,2011-01-21 07:41:00,588922
YUN,YUN,2002-02-10 18:08:00,288305
ZRN,ZRN,2007-08-01 07:25:00,709237
ZMK,ZMK,2017-11-28 20:47:00,272660
WWW,WWW,2011-10-25 02:17:00,460419
PEN,PEN,2002-03-31 11:33:00,701006
PHP,PHP,2000-11-27 03:52:00,818863
NZD,NZD,2018-04-27 05:35:00,78850
PLN,PLN,2009-08-13 14:50:00,739869
PTE,PTE,2005-07-25 19:30:00,889320
USD,USD,2007-03-06 19:41:00,149518
QAR,QAR,2016-06-20 14:03:00,118541
FRF,FRF,2018-10-20 17:37:00,692974
ROL,ROL,2015-09-20 11:11:00,61215
RUR,RUR,2009-07-18 02:39:00,56444
RWF,RWF,2005-11-30 23:59:00,209660
XCD,XCD,2002-02-21 02:31:00,373394
FRF,FRF,2003-04-30 16:54:00,692691
XCD,XCD,2009-05-24 12:05:00,903430
XCD,XCD,2008-11-21 12:28:00,470097
SHP,SHP,2017-04-04 22:44:00,153641
WST,WST,2001-01-04 01:01:00,971432
ITL,ITL,2017-11-30 03:09:00,821527
STD,STD,2018-01-09 19:43:00,978239
SAR,SAR,2016-09-23 19:07:00,26718
XOF,XOF,2009-10-08 18:52:00,971756
SCR,SCR,2016-06-05 23:51:00,473
SLL,SLL,2013-12-21 08:07:00,112261
SGD,SGD,2018-09-09 16:58:00,530299
SKK,SKK,2015-11-03 06:31:00,487037
SIT,SIT,2009-02-08 21:12:00,145083
SBD,SBD,2004-03-26 22:03:00,51873
SOS,SOS,2011-10-21 06:15:00,816391
ZAR,ZAR,2019-12-11 19:37:00,913477
ESP,ESP,2017-04-29 16:25:00,715900
LKR,LKR,2012-12-23 12:49:00,891621
SDP,SDP,2002-06-03 02:14:00,228687
SRG,SRG,2003-05-11 08:30:00,166778
NOK,NOK,2004-08-13 12:53:00,308190
SZL,SZL,2012-06-22 13:19:00,416306
SEK,SEK,2017-07-07 16:07:00,234686
CHF,CHF,2009-12-12 19:27:00,356088
SYP,SYP,2013-09-01 06:42:00,29648
TWD,TWD,2000-03-31 09:21:00,851680
TJR,TJR,2012-05-12 23:35:00,107369
TZS,TZS,2010-03-24 14:04:00,408701
THB,THB,2019-11-01 20:49:00,494133
XOF,XOF,2016-07-14 08:02:00,772019
NZD,NZD,2017-07-22 17:57:00,200925
TOP,TOP,2006-02-16 08:15:00,971528
TTD,TTD,2000-12-13 01:54:00,754685
TND,TND,2004-10-03 15:19:00,502374
TRL,TRL,2004-05-29 14:08:00,739663
TMM,TMM,2006-08-22 14:26:00,427444
USD,USD,2016-08-29 18:52:00,267499
AUD,AUD,2001-04-12 16:42:00,227124
UGX,UGX,2012-04-03 19:14:00,909264
UAH,UAH,2013-12-25 10:56:00,736836
AED,AED,2008-12-18 16:55:00,713243
GBP,GBP,2005-11-14 16:14:00,219552
USD,USD,2002-09-15 14:33:00,170566
USD,USD,2012-10-24 01:19:00,769860
UYU,UYU,2017-01-31 15:51:00,329879
UZS,UZS,2017-02-06 10:50:00,237037
VUV,VUV,2013-01-17 19:10:00,491288
VEB,VEB,2019-03-22 20:34:00,224144
VND,VND,2016-09-14 04:56:00,121140
USD,USD,2019-05-27 00:44:00,429765
USD,USD,2016-03-19 01:35:00,492912
XPF,XPF,2007-04-12 13:15:00,614526
